Zipcode,Population
13350,9985.0
13360,354.0
13491,3508.0
11363,7577.0
11501,19262.0
11514,4543.0
11735,33596.0
11792,8807.0
11968,10702.0
12466,2260.0
12468,1133.0
12469,776.0
12474,1250.0
12480,798.0
12487,3299.0
12496,1621.0
12501,2700.0
12502,1169.0
12543,3199.0
12548,1419.0
12550,54612.0
12561,18618.0
12566,10434.0
12580,4287.0
12603,42943.0
12067,1531.0
12134,3714.0
12455,1877.0
12416,168.0
12062,1736.0
12094,2481.0
12130,970.0
12209,11742.0
12007,0.0
12024,23.0
12040,146.0
12069,179.0
12085,520.0
12089,128.0
12124,615.0
12132,319.0
12161,77.0
12172,294.0
12174,322.0
12177,420.0
12195,170.0
12222,6217.0
12417,614.0
12432,615.0
12436,233.0
12438,52.0
12441,30.0
12452,248.0
12453,302.0
12465,296.0
12475,165.0
12483,243.0
12490,31.0
12504,1443.0
12512,35.0
12527,270.0
12530,107.0
95914,649.0
95923,9.0
95934,367.0
95936,234.0
95949,19575.0
95963,14943.0
00715,3692.0
00717,17958.0
00767,35734.0
00603,51565.0
00622,7385.0
00647,5711.0
00664,15693.0
00667,24492.0
00690,5328.0
00698,38502.0
00728,41245.0
00729,52897.0
00751,22110.0
00769,39630.0
00795,45852.0
00925,6924.0
00979,15019.0
00983,38533.0
00624,23945.0
00656,19996.0
00660,16678.0
00662,41986.0
00674,41545.0
00683,32058.0
00718,26460.0
00921,36104.0
00772,21096.0
00913,8333.0
00923,25745.0
00949,77458.0
00969,43372.0
00985,33320.0
00602,39716.0
00676,38488.0
00682,32433.0
00704,8390.0
00707,11506.0
00765,8801.0
00730,33899.0
00738,32409.0
00754,39218.0
00782,18544.0
00791,50515.0
00794,29635.0
00907,17472.0
00909,5563.0
00912,5758.0
00918,16400.0
00927,14229.0
00953,72712.0
00956,71602.0
00957,42155.0
00612,63884.0
96093,4031.0
96108,7.0
96110,167.0
96115,179.0
96116,127.0
96117,300.0
95466,990.0
95490,13054.0
95551,1453.0
95562,3437.0
95587,146.0
95601,178.0
95620,21685.0
95132,40414.0
95135,21957.0
95136,44386.0
95212,26094.0
95227,805.0
95305,28.0
95312,290.0
95313,1077.0
95317,946.0
95404,40699.0
95415,1312.0
95420,684.0
95445,1792.0
95449,1679.0
95974,65.0
95005,7116.0
95008,46507.0
95018,6935.0
95020,61480.0
95041,410.0
95051,55634.0
95064,9692.0
95065,8551.0
95110,19270.0
95111,64247.0
95124,49156.0
95125,53896.0
95131,30027.0
95133,27431.0
95215,23635.0
95223,2884.0
95224,228.0
95303,678.0
95318,403.0
95321,3263.0
95327,7901.0
95340,36541.0
95348,33555.0
95571,228.0
95240,48065.0
95366,17118.0
95367,24657.0
95374,1702.0
95382,37138.0
95439,825.0
95444,653.0
98346,10016.0
98376,1668.0
98385,303.0
98408,19585.0
98409,23411.0
98444,34771.0
98445,30869.0
98506,18418.0
98513,34174.0
98530,593.0
98538,236.0
98834,154.0
98853,14.0
98855,6559.0
98856,2631.0
98922,5959.0
98926,31848.0
98643,425.0
98645,1263.0
98648,2775.0
98664,22018.0
98665,26275.0
98682,56211.0
98686,19212.0
98821,362.0
98822,2057.0
98837,41130.0
98942,17015.0
98055,22906.0
98065,14642.0
98103,49364.0
98112,23082.0
98144,30090.0
98208,56922.0
98220,849.0
98340,3126.0
98221,20860.0
98004,33124.0
98005,18059.0
97114,4927.0
97122,419.0
97210,11371.0
97225,25519.0
97453,893.0
99701,18758.0
99131,156.0
99136,27.0
99139,1455.0
99152,160.0
99155,1137.0
99157,817.0
99169,2521.0
99170,992.0
99185,1267.0
99212,19090.0
99329,222.0
99346,457.0
99503,14148.0
99506,7094.0
97419,1162.0
97437,2598.0
97438,950.0
97223,49348.0
97224,33442.0
97302,38093.0
97346,757.0
97355,28774.0
97374,5787.0
97381,15189.0
97412,487.0
97431,2591.0
97436,888.0
97455,2672.0
97463,3739.0
97473,304.0
97536,1126.0
97540,8143.0
97601,21937.0
97818,4344.0
97639,688.0
97712,10.0
97753,1981.0
97869,1077.0
97877,266.0
97870,512.0
98925,517.0
98930,16599.0
97222,35866.0
97229,63867.0
97266,35299.0
97338,20491.0
97344,1082.0
97368,3427.0
97376,1260.0
97383,9444.0
97391,5065.0
97411,7476.0
97444,5364.0
97448,12312.0
95626,5871.0
95627,3873.0
95632,30594.0
95651,614.0
95653,657.0
95655,4205.0
95448,17481.0
95148,48201.0
95073,11407.0
95139,7085.0
95322,9025.0
95372,2068.0
95421,1599.0
95442,3080.0
95635,861.0
95351,49243.0
95013,66.0
95053,3222.0
95075,390.0
98199,21017.0
98201,28437.0
98204,41576.0
98205,12783.0
98232,4113.0
98238,11.0
98241,2041.0
98247,10391.0
98591,3292.0
98602,210.0
98631,3595.0
98635,1637.0
98644,332.0
98650,996.0
98673,570.0
98802,29791.0
98812,5098.0
98823,11336.0
98826,6827.0
98843,1894.0
98850,1394.0
98858,2285.0
98862,2360.0
98923,1555.0
98933,1172.0
98938,3518.0
98951,13582.0
98953,6936.0
98003,47407.0
98021,29885.0
98032,36414.0
98038,34932.0
98053,21809.0
98068,256.0
98249,4146.0
98272,29539.0
98033,37629.0
98040,24467.0
98164,135.0
98240,3099.0
95226,14.0
95236,4196.0
95251,538.0
95254,897.0
95320,12759.0
95329,2650.0
95357,11717.0
95358,32758.0
95360,12243.0
95368,13826.0
95369,1011.0
95370,28124.0
95376,51245.0
95386,10324.0
95410,890.0
95429,58.0
95446,4529.0
95453,10362.0
95469,1979.0
92078,48009.0
92117,54489.0
92123,30202.0
92139,36720.0
92173,32416.0
92223,49804.0
92230,4088.0
92240,35684.0
92254,12491.0
92280,16.0
92313,12432.0
92316,30231.0
92324,58854.0
92354,20963.0
92377,20370.0
92507,57347.0
92548,7577.0
92551,33670.0
92553,74925.0
92567,10205.0
92570,59324.0
92604,28580.0
92646,55598.0
92662,2863.0
92677,65645.0
92804,86220.0
92821,37642.0
92860,26822.0
92866,15760.0
92879,46487.0
92337,39074.0
92342,7058.0
92345,81094.0
92346,60320.0
92347,1372.0
92359,8710.0
92376,85857.0
92399,54335.0
92405,29897.0
92410,48660.0
92503,94029.0
92532,22248.0
92555,42264.0
92869,36298.0
92124,31061.0
92225,22242.0
92231,40070.0
92234,53253.0
92253,39435.0
92259,197.0
92262,27561.0
92273,1661.0
92275,2174.0
92284,25850.0
92285,2556.0
92332,3.0
92026,49327.0
95595,156.0
95621,41908.0
85711,39177.0
85713,47108.0
85730,39145.0
85901,17466.0
85925,4986.0
85012,6558.0
85016,35660.0
85029,45513.0
85037,49702.0
85041,62683.0
85050,30715.0
85085,20689.0
85212,28700.0
85255,40151.0
85259,22479.0
85303,30801.0
85309,743.0
85344,10015.0
85355,11380.0
85535,0.0
85536,592.0
85645,1991.0
85650,15386.0
85716,31834.0
85204,64583.0
85260,37596.0
85264,1310.0
85307,8295.0
85308,65922.0
85310,18969.0
85322,753.0
85325,927.0
85337,2790.0
85340,30756.0
85003,9079.0
85014,27316.0
85017,41468.0
85021,40422.0
85045,7465.0
84120,51381.0
85086,41533.0
85210,38707.0
85262,10575.0
85296,41556.0
85332,1334.0
85334,969.0
85008,59490.0
85022,50369.0
85023,33328.0
85024,24553.0
85032,71957.0
85048,35621.0
85087,8351.0
85621,22548.0
85550,5199.0
85554,516.0
85615,9576.0
85632,844.0
85633,68.0
81130,801.0
81330,96.0
84536,2065.0
84606,34953.0
84624,5573.0
84309,483.0
84316,251.0
84317,2251.0
84324,635.0
84022,548.0
84043,58121.0
84054,18732.0
84055,1226.0
84065,41143.0
84118,70472.0
84119,55030.0
84310,4241.0
84311,820.0
84326,1906.0
84331,375.0
84333,2939.0
84414,29008.0
84521,776.0
84528,2415.0
84631,3264.0
84635,748.0
84643,400.0
84648,5731.0
84723,937.0
84726,744.0
84728,36.0
84329,87.0
84534,2378.0
84537,1566.0
84622,1606.0
84627,6978.0
84632,999.0
84653,8498.0
84654,2657.0
84657,669.0
87575,1095.0
87583,96.0
87731,254.0
87735,43.0
87740,7309.0
87747,1575.0
87750,0.0
87820,86.0
87823,1157.0
87831,180.0
87931,628.0
87121,79573.0
87123,44656.0
87310,1061.0
87311,4034.0
87347,118.0
87552,3403.0
87553,1190.0
87557,6734.0
81429,74.0
81507,14951.0
81612,0.0
81633,0.0
81054,4802.0
79001,241.0
79005,1659.0
79013,3445.0
79014,4123.0
79029,16543.0
79046,642.0
79057,1463.0
79059,790.0
79501,2999.0
79503,238.0
79510,7365.0
79526,991.0
79546,1881.0
79548,170.0
79605,30011.0
79606,23647.0
79703,22610.0
79720,35080.0
79731,4591.0
79742,465.0
79745,6656.0
79068,3174.0
79080,575.0
79082,315.0
79087,689.0
79096,2276.0
79236,246.0
79240,0.0
79259,37.0
79312,1050.0
79324,17.0
79329,3290.0
79342,606.0
79367,825.0
79370,1533.0
79371,1472.0
79752,2395.0
79758,1894.0
79772,13343.0
79110,19909.0
79111,1955.0
79119,15061.0
79201,7061.0
79220,309.0
79247,67.0
79311,3758.0
79323,6987.0
79326,98.0
79359,2851.0
79380,207.0
79778,861.0
79347,7359.0
79379,706.0
79360,15169.0
60651,61759.0
62370,411.0
62432,350.0
62561,5184.0
62440,1346.0
62286,6186.0
62366,1584.0
62631,266.0
62512,304.0
62531,1959.0
62532,65.0
62541,54.0
58317,240.0
58325,73.0
58330,312.0
58338,131.0
58343,66.0
58352,515.0
58377,279.0
58380,463.0
58356,1827.0
58416,404.0
58436,1906.0
58439,97.0
58441,302.0
58455,389.0
58466,358.0
58475,170.0
58477,186.0
58481,201.0
58487,446.0
58521,623.0
58528,850.0
58533,944.0
58570,391.0
58572,300.0
58642,346.0
58650,415.0
61491,2100.0
61520,17232.0
61014,1377.0
60162,8182.0
60184,2490.0
60407,1860.0
60408,5528.0
60442,10226.0
60448,25604.0
60463,14484.0
60467,27077.0
60482,11068.0
60558,13133.0
60560,23636.0
60563,36696.0
60611,31563.0
60616,52580.0
58723,220.0
58734,342.0
58746,1303.0
58755,58.0
78576,10420.0
78578,11955.0
78586,56314.0
63655,1730.0
63670,11079.0
63701,38941.0
63730,3265.0
63739,280.0
63751,1208.0
63767,758.0
63770,161.0
63801,23293.0
63822,2910.0
63823,1135.0
63743,82.0
63748,1025.0
63769,1486.0
63787,788.0
63820,140.0
63821,865.0
63833,212.0
63839,362.0
63860,201.0
63870,950.0
63878,129.0
63935,9943.0
63951,171.0
63966,2476.0
63026,44122.0
63044,10579.0
63049,16693.0
63052,26051.0
63102,2314.0
63014,616.0
63048,3781.0
63625,376.0
63650,3635.0
63662,1267.0
63740,4862.0
63755,25319.0
63758,163.0
63780,6742.0
63830,7175.0
63845,5730.0
63846,1689.0
63855,1336.0
63784,166.0
63824,163.0
63015,2122.0
63016,7169.0
63023,6064.0
63037,3095.0
63039,785.0
63041,698.0
63069,15474.0
63080,13143.0
63087,825.0
63129,54634.0
63133,7507.0
77470,353.0
77477,36787.0
77478,25240.0
77564,2283.0
78239,28335.0
78254,52163.0
78261,15812.0
78266,6533.0
78332,28326.0
78353,256.0
78503,23061.0
78577,75407.0
78932,520.0
78885,115.0
78870,1181.0
78881,2284.0
78884,944.0
78934,5636.0
78935,1706.0
78705,32414.0
78759,41415.0
78563,193.0
78133,18188.0
78258,45750.0
78404,16973.0
78580,15363.0
78639,8258.0
78628,27637.0
78728,21858.0
78736,7951.0
78750,29991.0
78753,56131.0
78827,1301.0
78832,3578.0
78839,8834.0
78861,13675.0
78938,498.0
78943,121.0
78945,10230.0
78963,1015.0
78837,166.0
78941,2951.0
78944,590.0
78950,2590.0
78248,14217.0
78207,53093.0
78233,49076.0
78242,33102.0
78251,57447.0
78255,13865.0
78263,4788.0
78330,896.0
78351,467.0
78358,570.0
78387,9585.0
78408,12762.0
78409,3008.0
78416,15370.0
78543,9340.0
14168,96.0
14169,201.0
14173,396.0
14261,5817.0
14302,48.0
14479,252.0
14486,361.0
14511,334.0
14529,190.0
14537,194.0
14539,186.0
14542,42.0
14549,48.0
14588,677.0
14592,152.0
14627,2506.0
14707,193.0
14720,712.0
14722,381.0
14732,124.0
14742,316.0
14752,198.0
14756,103.0
14774,143.0
14778,1428.0
14788,209.0
14827,98.0
14853,2864.0
14854,28.0
14856,234.0
14893,6.0
14032,8187.0
14134,125.0
15625,111.0
15628,657.0
15635,135.0
15531,4262.0
15135,5229.0
15067,2196.0
15076,884.0
15126,7392.0
15215,12389.0
15216,22889.0
15217,28105.0
15001,31945.0
15004,307.0
15015,1230.0
15028,166.0
15031,588.0
15038,356.0
15043,2104.0
15045,4444.0
15057,15485.0
15063,11178.0
15064,252.0
15444,376.0
15462,616.0
15468,2513.0
15483,398.0
06418,12771.0
06437,22382.0
06438,2656.0
06022,30.0
08034,18832.0
08045,2836.0
08055,27396.0
08063,3083.0
08065,7306.0
08070,12557.0
08072,278.0
08078,8365.0
08083,9621.0
08089,4458.0
08223,4088.0
08215,13466.0
08221,7009.0
08224,537.0
08330,28584.0
08344,5297.0
08353,349.0
08029,4203.0
08030,13311.0
08036,5842.0
08046,31442.0
08064,153.0
08067,1704.0
08087,24535.0
08097,3155.0
08212,214.0
08012,41059.0
08028,20610.0
08033,16303.0
08037,23861.0
08056,4596.0
06413,13055.0
08059,5576.0
08073,366.0
08080,36675.0
08088,24158.0
08109,22827.0
08204,18718.0
08243,1905.0
08260,13129.0
08270,8712.0
08319,1208.0
08401,39306.0
08077,19260.0
08085,20116.0
08090,8445.0
08093,9478.0
08095,220.0
08096,35599.0
08104,23827.0
08110,18278.0
08203,9239.0
08210,17134.0
08225,8578.0
08244,10858.0
13475,43.0
13486,729.0
13490,1694.0
13495,2263.0
13613,2168.0
06470,16612.0
06472,6760.0
06480,9404.0
06511,51073.0
06513,40851.0
06514,27475.0
06524,5521.0
06605,23801.0
06608,14033.0
06611,36477.0
06702,3057.0
06750,1256.0
06752,1668.0
06756,2753.0
06770,31674.0
06783,2260.0
06791,5541.0
06512,28890.0
06516,54972.0
06517,14568.0
06018,2689.0
06035,7956.0
06226,19667.0
06051,30138.0
06096,12537.0
06234,8304.0
06264,77.0
06335,6722.0
06336,85.0
06365,4716.0
06373,358.0
06409,547.0
06423,5050.0
06424,12824.0
06442,2976.0
06447,6426.0
06483,16540.0
06704,25537.0
06705,27195.0
06710,10521.0
06716,16707.0
06010,60437.0
06016,6732.0
06013,9540.0
06039,1784.0
06071,11533.0
06073,5975.0
06081,1339.0
06082,44515.0
06098,12666.0
06105,19165.0
06278,4405.0
06334,2538.0
06375,3820.0
12574,181.0
12604,644.0
12722,101.0
12745,181.0
12750,276.0
12767,86.0
14858,1627.0
14860,1235.0
14864,1156.0
14869,1359.0
14874,255.0
14877,372.0
14884,223.0
14207,23383.0
14211,22017.0
14418,1339.0
14435,2910.0
14468,18547.0
14489,7073.0
14525,2751.0
14530,5289.0
14550,1774.0
14605,13199.0
14613,13232.0
14625,10354.0
14712,3384.0
14714,524.0
14733,3856.0
14738,3531.0
14744,2259.0
14772,3916.0
14784,718.0
14809,2363.0
14822,1297.0
14040,2117.0
14066,1101.0
14213,24258.0
14167,1759.0
14171,2054.0
14208,11514.0
14212,10611.0
14214,20381.0
14223,23111.0
14227,22657.0
14303,5655.0
14305,16682.0
14416,3550.0
14428,7837.0
14462,530.0
14467,10782.0
14475,260.0
14477,1740.0
14505,5065.0
14519,11774.0
14551,5339.0
14561,2896.0
14589,7618.0
14591,1557.0
14608,12399.0
00623,42711.0
00652,3893.0
00677,14755.0
00692,36700.0
00678,26490.0
00685,40102.0
04614,2549.0
04624,166.0
04631,1390.0
04635,43.0
04649,1241.0
04681,1138.0
04693,483.0
04743,4625.0
04750,2232.0
04760,694.0
04766,396.0
04776,1016.0
04841,7220.0
04847,1653.0
04912,1018.0
04915,8818.0
04925,140.0
04937,6468.0
04949,825.0
04962,218.0
04965,2057.0
04974,2632.0
04003,315.0
04015,3927.0
04019,0.0
04029,1547.0
04030,2666.0
04038,17015.0
04064,8277.0
04068,1615.0
04069,1714.0
04091,891.0
04093,8124.0
04364,5940.0
04412,9284.0
04413,219.0
04426,4559.0
04435,1118.0
04449,1601.0
04459,880.0
04544,639.0
04573,541.0
04623,1048.0
04625,43.0
04629,114.0
04634,1830.0
04648,516.0
04653,415.0
04674,439.0
04733,265.0
04736,9466.0
04745,938.0
04764,48.0
95465,2140.0
95672,5010.0
95834,26560.0
95460,2301.0
95494,209.0
05034,358.0
05061,1650.0
05065,1072.0
05071,113.0
05081,498.0
05083,232.0
05086,668.0
05149,2142.0
05301,16470.0
05342,632.0
05353,843.0
05354,2140.0
05753,10443.0
05045,1934.0
05062,726.0
05068,3186.0
05076,342.0
05084,200.0
05091,3369.0
05758,725.0
05759,1796.0
05770,1038.0
05773,2281.0
05839,705.0
05842,486.0
05032,2540.0
05037,391.0
05039,1047.0
05041,460.0
05043,802.0
05046,1155.0
05056,412.0
05060,4258.0
05067,258.0
05079,737.0
05143,4471.0
05156,9201.0
95323,1083.0
05260,434.0
05261,2811.0
05446,15635.0
05350,787.0
05359,526.0
05441,940.0
05459,2218.0
05468,13307.0
05476,3047.0
05650,1156.0
05649,647.0
05653,455.0
05664,166.0
05672,4392.0
05673,2497.0
05732,1042.0
99554,737.0
99555,189.0
99557,693.0
99585,343.0
99588,657.0
99614,682.0
99620,662.0
99622,332.0
99627,383.0
99638,30.0
99644,194.0
99645,28127.0
99657,401.0
99662,529.0
99665,59.0
99667,96.0
99668,84.0
99670,55.0
99678,845.0
99020,0.0
99029,1341.0
99030,942.0
99117,449.0
99125,461.0
99753,261.0
99714,1193.0
99738,105.0
99749,342.0
99755,619.0
99760,644.0
99762,4218.0
99769,932.0
99778,206.0
99782,488.0
99801,30205.0
99832,96.0
99203,20994.0
99569,47.0
03855,2667.0
03856,1526.0
03865,7620.0
99552,407.0
03870,5310.0
03887,1946.0
03894,6185.0
03903,6318.0
03462,1727.0
03467,1879.0
03570,10154.0
03579,392.0
03590,837.0
03595,765.0
03603,5328.0
03743,13734.0
03745,1415.0
03750,905.0
03755,10689.0
03770,602.0
03771,952.0
95645,2091.0
95458,3176.0
95553,1274.0
95610,44711.0
95361,33741.0
95457,3076.0
95545,76.0
95616,49093.0
95211,1665.0
95234,112.0
95248,127.0
95304,15718.0
95314,0.0
95319,1593.0
95341,32787.0
95375,116.0
95377,32462.0
95391,14254.0
95435,166.0
95467,5618.0
95486,41.0
95604,104.0
95652,966.0
95679,20.0
95680,278.0
95697,430.0
95698,232.0
95699,143.0
95724,0.0
95757,46703.0
98188,24912.0
98203,34628.0
98224,233.0
98225,49240.0
98236,6004.0
98239,7113.0
98258,32370.0
98323,760.0
98349,4509.0
98350,433.0
01009,237.0
01063,563.0
01066,12.0
01074,228.0
01079,811.0
01086,690.0
01093,289.0
01094,347.0
01097,78.0
01199,0.0
01224,176.0
01229,102.0
01243,381.0
01260,545.0
01270,814.0
01343,46.0
01347,133.0
01354,1656.0
01434,1716.0
95471,599.0
95310,2163.0
95252,15068.0
95311,1831.0
95333,2793.0
95338,10784.0
95345,580.0
95354,25485.0
95364,0.0
95379,3296.0
95388,13885.0
95401,39400.0
95407,41249.0
95417,237.0
95426,1726.0
95427,203.0
95428,2540.0
95432,445.0
95437,14578.0
95443,312.0
95463,49.0
95468,1381.0
95488,239.0
95511,331.0
95546,3260.0
95556,643.0
95563,705.0
95569,340.0
95660,34303.0
95663,2443.0
95007,683.0
95014,62632.0
95033,10006.0
95039,1252.0
95112,61583.0
95126,35330.0
95134,21010.0
95202,6559.0
95209,43362.0
95222,4976.0
01730,14018.0
01835,13153.0
01904,17103.0
01908,3471.0
01945,20363.0
01950,17837.0
01952,8899.0
01984,5135.0
01518,3009.0
01520,14880.0
01522,3380.0
01527,13431.0
01536,7557.0
01540,10921.0
01543,8402.0
01545,36103.0
01569,13881.0
01604,35866.0
01752,39545.0
98312,31524.0
98321,15144.0
98327,9285.0
98329,10682.0
98353,29.0
98360,12944.0
98390,10822.0
98531,25297.0
98675,7395.0
98814,376.0
98829,694.0
96748,4453.0
96782,40318.0
96789,54237.0
96813,23105.0
96825,29151.0
96008,1483.0
96014,146.0
96016,497.0
96017,160.0
96020,2438.0
96031,175.0
96056,1693.0
96057,1305.0
28006,1418.0
28017,701.0
28021,13742.0
28023,15005.0
28036,16875.0
28787,20567.0
28434,1392.0
28431,6606.0
28438,1694.0
28439,1576.0
28451,31308.0
28472,19254.0
28478,4082.0
28518,8831.0
28538,2384.0
28543,5059.0
28577,495.0
28580,12379.0
98558,318.0
98583,94.0
98824,502.0
98921,963.0
98929,0.0
98939,89.0
98672,6065.0
98848,12234.0
98946,545.0
98030,37213.0
98050,186.0
98261,2595.0
98267,448.0
98270,48987.0
98274,17580.0
98288,155.0
98304,602.0
80304,26732.0
80002,18461.0
80004,37152.0
80022,46985.0
80026,28903.0
80033,24653.0
80860,654.0
80915,20329.0
80917,31685.0
79547,623.0
79102,9936.0
79830,7894.0
79837,423.0
79839,1736.0
79845,4753.0
79854,118.0
79934,24879.0
79938,71965.0
79411,8665.0
79506,780.0
79838,7552.0
79852,666.0
79905,24526.0
79906,4863.0
79935,18227.0
79936,113255.0
81152,1245.0
81252,3880.0
81323,4724.0
81039,1642.0
81055,1250.0
81067,6006.0
81092,827.0
81136,110.0
81137,5890.0
81148,340.0
81149,819.0
81154,1178.0
81220,135.0
81239,8.0
81428,3417.0
81433,510.0
81503,15237.0
81520,14101.0
81611,10018.0
81621,5719.0
81639,2163.0
81071,354.0
81076,550.0
81101,15680.0
81007,30495.0
81020,762.0
81022,1520.0
81029,200.0
81045,63.0
81047,1635.0
81052,8928.0
81057,495.0
81089,4465.0
85640,449.0
94553,49638.0
94602,29628.0
94608,28864.0
94609,22331.0
94922,565.0
94931,8436.0
94946,749.0
94950,100.0
94973,1542.0
94555,36750.0
94571,8802.0
94576,102.0
94591,54493.0
94595,17675.0
94596,20794.0
94598,27175.0
94606,37912.0
94610,31486.0
94618,16620.0
94703,21234.0
94705,13215.0
94937,785.0
94940,223.0
94965,11227.0
94558,68366.0
94564,19007.0
94015,64712.0
94027,7317.0
94038,3628.0
94041,14162.0
92066,530.0
92104,45788.0
92325,8019.0
92333,217.0
92336,92306.0
92365,2601.0
92389,133.0
92398,1588.0
92606,23129.0
92802,42583.0
92501,21975.0
92091,1473.0
92103,33873.0
92113,57887.0
92116,32920.0
92118,23473.0
92060,79.0
92075,12548.0
92083,37367.0
92084,50915.0
92508,38360.0
92518,1145.0
92705,47515.0
92883,32549.0
92536,2811.0
92557,51551.0
92571,54512.0
92582,16695.0
87562,379.0
87578,388.0
83311,647.0
83332,2745.0
83335,1904.0
83341,7859.0
83342,1548.0
83347,3030.0
83348,145.0
83353,1363.0
83425,724.0
83427,1896.0
83444,1060.0
83455,5359.0
83463,98.0
84021,3919.0
84039,935.0
84041,48962.0
84092,30032.0
84093,23788.0
84101,4236.0
84103,22017.0
84104,25750.0
84111,10855.0
84320,2608.0
84325,2179.0
84327,928.0
84330,431.0
84340,3611.0
84403,37687.0
84518,841.0
84520,1129.0
84623,535.0
84646,1913.0
84649,1075.0
84701,8859.0
84752,860.0
84753,25.0
84013,938.0
84018,86.0
84113,126.0
84121,40635.0
84301,862.0
84307,1324.0
84312,3689.0
84335,12344.0
84404,60045.0
84405,31762.0
84525,1219.0
84533,187.0
84651,24669.0
84652,708.0
84660,41163.0
84716,220.0
84719,86.0
84722,764.0
84733,173.0
84735,249.0
84739,500.0
79377,240.0
79381,1514.0
79382,6691.0
79415,17641.0
79508,1586.0
79512,8074.0
79527,231.0
79532,740.0
79540,61.0
79541,1104.0
79701,29593.0
79748,161.0
79754,63.0
79783,333.0
79842,454.0
79907,54337.0
79567,3268.0
79719,667.0
79730,298.0
79756,9562.0
79759,14.0
79765,12199.0
79109,43027.0
79225,1129.0
79226,3038.0
79227,1361.0
79234,76.0
79248,1498.0
79251,49.0
79256,307.0
79257,1003.0
79261,455.0
79366,1325.0
79336,17364.0
79339,6932.0
79344,76.0
79781,334.0
79785,113.0
79831,11.0
79843,2283.0
79124,8781.0
79062,209.0
79091,217.0
79237,482.0
79244,625.0
79346,2170.0
79351,1399.0
79749,344.0
79755,219.0
79764,21603.0
79788,421.0
79789,1043.0
79849,12472.0
79782,4449.0
79851,1064.0
79010,920.0
79036,5628.0
79355,2023.0
79356,6302.0
58757,1001.0
58772,174.0
58779,573.0
76520,8054.0
76522,36568.0
76531,4523.0
76534,2650.0
76543,29385.0
76548,28731.0
76621,937.0
76628,59.0
76643,14128.0
76648,2806.0
76657,9399.0
76012,26819.0
76013,31797.0
76017,45894.0
76020,27047.0
76054,11917.0
76059,5133.0
76457,4088.0
76436,260.0
76448,5077.0
76452,83.0
76471,2170.0
76487,2596.0
76524,3505.0
76541,18440.0
76554,2336.0
76556,1114.0
76887,118.0
76934,1379.0
76950,3959.0
76071,3830.0
76105,21626.0
76110,30322.0
74033,10956.0
74045,355.0
74047,6812.0
74080,2936.0
74083,1020.0
74001,315.0
74008,25888.0
74030,3733.0
74032,2022.0
74034,146.0
74042,479.0
74044,7549.0
74056,5432.0
74061,2063.0
74062,869.0
74108,7154.0
74115,23331.0
74017,28004.0
74026,942.0
74028,1765.0
74114,16125.0
74126,10110.0
74132,8604.0
63301,49850.0
63552,7836.0
73005,9599.0
73008,20437.0
73014,2106.0
73016,1751.0
73018,20244.0
73032,260.0
73040,1766.0
73057,2293.0
73622,178.0
73626,978.0
73638,283.0
73642,164.0
73660,376.0
73661,472.0
73663,1338.0
73673,280.0
73728,1801.0
73735,657.0
73743,217.0
73746,16.0
73750,7140.0
73507,23322.0
73528,618.0
73532,409.0
73533,28123.0
73543,1707.0
73567,803.0
73570,1072.0
73573,2585.0
73627,622.0
73644,14884.0
73659,167.0
73729,568.0
73731,90.0
73737,3393.0
73757,200.0
63137,20460.0
73758,114.0
73801,14987.0
73838,288.0
73842,536.0
73937,220.0
73074,1053.0
73077,6780.0
73089,12477.0
73096,14438.0
73102,5308.0
73110,34158.0
73121,3218.0
73122,13849.0
73439,7521.0
73443,3727.0
73450,1362.0
73455,588.0
73461,743.0
73481,982.0
73520,134.0
78557,13734.0
78583,6854.0
78608,494.0
78622,265.0
62010,11576.0
62015,462.0
62040,42880.0
62050,412.0
62067,2552.0
62074,1470.0
62079,300.0
62089,292.0
62094,1090.0
62242,1278.0
62260,7252.0
62263,5078.0
62265,4511.0
62278,6785.0
62284,500.0
62285,4414.0
62289,368.0
62295,1414.0
62311,608.0
62932,1849.0
62934,955.0
62948,13093.0
62959,28257.0
62985,836.0
62998,365.0
62226,29019.0
62885,1023.0
62851,245.0
62852,93.0
62878,361.0
62888,2070.0
62890,2927.0
62891,583.0
62906,6724.0
62012,6518.0
62032,690.0
62075,3384.0
62087,2316.0
62201,7655.0
62204,8295.0
62219,950.0
62025,34151.0
62027,462.0
62030,161.0
62031,987.0
62035,16238.0
62045,443.0
62046,900.0
62048,1686.0
62052,12502.0
62069,3053.0
62088,6583.0
62915,432.0
62887,492.0
62897,405.0
15864,1678.0
15929,69.0
15931,8946.0
15673,1311.0
15086,318.0
15090,23811.0
15104,8839.0
15110,5534.0
15122,19909.0
15147,17586.0
15148,2651.0
15234,13483.0
15236,29493.0
15547,353.0
15552,5896.0
15612,358.0
15626,5179.0
15627,6597.0
15629,866.0
15003,11440.0
15027,2141.0
15030,1024.0
15061,12363.0
15689,258.0
15698,685.0
15721,201.0
15724,2234.0
15747,1894.0
15748,6816.0
15756,248.0
15352,882.0
15239,21212.0
15310,297.0
15338,1644.0
15486,2302.0
15501,16370.0
15537,8055.0
15538,796.0
15540,205.0
15546,306.0
15631,1059.0
15450,2135.0
15455,606.0
15771,933.0
15801,19266.0
15825,9151.0
15828,254.0
15834,4328.0
15856,895.0
15861,125.0
15866,203.0
15905,20331.0
15924,1031.0
15927,853.0
